,TOTAL:,Site number,SampleDateStart,SamplingDurationDays,textdate,Aenigmatias,Anevrina,Apocephalus aquilonius,Apocephalus grandipalpis group,Beckerina brown (sp2),Beckerina yellow (sp1),Chonocephalus bentacaisei,Conicera aldrichi,Conicera similis,Conicera tibialis,Diplonevra,Dohrniphora cornuta,Gymnophora,M. agarici,M. albicaudata,M. arizonensis,M. armstrongorum,M. atrox,M. barberi,M. basispinata,M. berndseni,big yellow bernd,M. bradyi,M. brejchaorum,M. carthayensis,M. cavifemur,M. ciancii,M. creasoni,M. cup,M. dark volcano,M. defibaughorum,M. donahuei,M. francoae,M. fujiokai,M. fuzzball2,M. dark/light,M. glabrifrons,M. globipyga,M. halterata,M. hansonix,M. hardingorum,M. heini,M. hentschkeae,M. hirticaudata,M. hoffmanorum,M. hoggorum,M. hoguei,M. ilca,M. isaacmajorum,M. kelleri,M. large cleft,M. largifrontalis,M. lombardorum,M. marquezi,M. mikejohnsoni,M. modesta?,M. nigra,M. nose,M. not-a-nota,M. oxboroughae,M. pisanoi,M. pleuralis,M. renwickorum,M. rodriguezorum,M. ruficornis,M. rufipes,M. sacatelensis,M. scalaris,M. scutellaris,M. seaverorum,M. sidneyae,M. sordida,M. steptoeae,M. stoakesi,M. sulphurizona,M. tecticauda,M. trouble 2,M. trouble 3,M. truncate (none),M. truncate (short),M wiegmanae,Metopina sp.,Metopina group,Microselia sp.,Myriophora alexandiae,Phalacrotophora halictorum,Phora coangustata,Phora cristipes,Phora sp1,Phora sp2,Pseudacteon amuletum,Pseudacteon californiensis,Pseudacteon crawfordi,Pseudacteon long setae,Puliciphora occidentalis,Spiniphora bergenstammi,Triphleba,Trophodeinus arizonensis,Trophodeinus furcatus,Veruanus boreotis,Total
16183,Hogue Site 24,24,5/31/2014,7,"May 31- June 7, 2014",0,0,0,0,0,0,7,0,9,1,0,0,0,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,10,4,0,0,4,0,0,8,0,1,0,0,0,0,0,0,0,0,5,0,1,0,10,1,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
16133,Lombard Site 26,26,5/31/2014,7,"May 31- June 7, 2014",0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,1,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
16241,Keller Site 28,28,5/31/2014,7,"May 31- June 7, 2014",0,0,0,0,0,0,3,0,14,2,1,0,0,42,1,0,10,0,1,1,9,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,17,2,0,0,0,0,0,0,0,1,0,2,0,0,18,8,0,0,72,0,0,90,0,5,0,0,0,0,0,0,0,0,6,0,3,0,26,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,371
16229,Brejcha Site 29,29,5/31/2014,7,"May 31- June 7, 2014",0,0,0,0,0,2,0,0,11,0,0,0,0,12,0,0,1,0,0,0,1,0,0,0,7,0,0,0,0,0,0,2,2,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0,0,0,2,0,0,3,2,0,0,0,0,0,0,0,0,0,18,0,0,0,10,1,0,0,0,0,2,0,0,0,0,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,112
16235,Franco Site 30,30,5/31/2014,7,"May 31- June 7, 2014",0,0,1,0,0,1,4,0,4,0,1,1,0,184,0,0,2,0,0,1,3,0,0,0,5,0,1,0,0,0,0,2,2,1,0,0,0,0,45,1,0,2,0,0,0,80,1,0,0,0,0,0,14,11,0,0,70,0,0,4,1,14,0,0,0,0,0,0,0,0,50,0,2,0,92,4,0,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,613
16202,Donahue Site 31,31,5/31/2014,7,"May 31- June 7, 2014",0,2,0,0,0,2,0,0,4,0,2,0,0,28,10,0,2,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,2,0,0,3,5,0,0,7,0,0,2,0,2,0,0,0,2,0,0,0,0,6,0,0,0,15,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,14,0,134
16113,Renwick Site 5,5,5/31/2014,7,"May 31- June 7, 2014",0,1,0,0,0,2,12,0,0,0,0,2,0,9,1,0,0,0,2,0,23,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,54,7,0,0,0,0,0,0,0,0,0,2,0,2,10,123,0,0,47,0,0,3,0,44,0,0,0,1,0,0,0,0,2,0,1,0,45,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,410
16107,Koch Site 6,6,5/31/2014,7,"May 31- June 7, 2014",0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,1,1,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,3,1,0,0,3,0,0,1,0,4,0,0,0,0,0,0,0,0,4,0,1,0,19,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,63
16189,Hogg Site 7,7,5/31/2014,7,"May 31- June 7, 2014",0,0,0,0,0,1,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,3,0,0,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
16154,Fujioka Site 8,8,5/31/2014,7,"May 31- June 7, 2014",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16054,Rodriguez Site 9,9,5/31/2014,7,"May 31- June 7, 2014",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
16067,Creason Site 27,27,5/31/2014,8,"May 31- June 8, 2014",0,0,0,0,0,0,0,0,0,0,3,0,0,15,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,11,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76
16104,Koch Site 6,6,5/4/2014,6,"May 4-10, 2014",0,0,0,0,0,0,0,0,0,0,0,0,0,21,8,0,1,0,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,9,0,0,2,0,4,0,0,0,0,0,0,0,0,1,0,0,0,28,0,0,0,0,0,2,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,7,0,103
16060,Ralph Site 11,11,5/4/2014,9,"May 4-13, 2014",0,0,0,0,0,0,0,0,0,0,0,1,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,4,0,0,0,0,14,0,0,0,0,0,6,0,0,0,0,0,0,52,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118
17020,Oxborough Site 12,12,11/29/2014,14,"Nov 29-Dec 13, 2014",0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,1,0,0,0,0,14,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,3,0,12,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184
16814,Steptoe Site 10,10,11/1/2014,7,"Nov. 1-8, 2014",0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
16838,Oxborough Site 12,12,11/1/2014,7,"Nov. 1-8, 2014",0,0,0,0,0,0,0,0,0,1,0,0,0,34,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6,0,8,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,75
16727,Hoffman Site 13,13,11/1/2014,7,"Nov. 1-8, 2014",0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,6,1,0,3,0,0,0,0,0,2,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,0,0,9,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,67
16702,Harding Site 14,14,11/1/2014,7,"Nov. 1-8, 2014",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
16779,Defibaugh Site 15,15,11/1/2014,7,"Nov. 1-8, 2014",0,0,0,0,0,0,0,0,3,0,0,0,0,48,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,10,0,3,12,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,122
16715,Armstrong Site 17,17,11/1/2014,7,"Nov. 1-8, 2014",0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
16843,Wiegman Site 18,18,11/1/2014,7,"Nov. 1-8, 2014",0,0,0,0,0,0,0,0,0,0,0,1,0,103,0,0,6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,135
16769,Cianci Site 21,21,11/1/2014,7,"Nov. 1-8, 2014",0,0,0,0,0,0,0,0,0,0,0,0,0,72,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,112
16743,Hogue Site 24,24,11/1/2014,7,"Nov. 1-8, 2014",0,0,0,0,0,0,1,0,0,0,0,1,0,39,0,6,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,23,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,99
16790,Marquez Site 25,25,11/1/2014,7,"Nov. 1-8, 2014",0,0,0,0,0,0,14,0,0,0,0,1,0,6,0,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,6,0,11,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66
16733,Creason Site 27,27,11/1/2014,7,"Nov. 1-8, 2014",0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
16755,Keller Site 28,28,11/1/2014,7,"Nov. 1-8, 2014",0,0,0,0,0,0,0,0,3,0,0,0,0,29,0,8,6,0,0,0,2,0,0,0,2,0,0,2,3,0,0,0,0,0,0,0,0,0,6,1,0,2,0,0,0,0,0,1,0,0,0,2,7,0,0,0,0,0,0,11,0,0,0,0,0,0,2,2,0,0,0,0,8,0,62,1,0,0,0,0,47,1,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,217
16762,Franco Site 30,30,11/1/2014,7,"Nov. 1-8, 2014",0,0,0,0,0,0,0,0,1,1,1,4,0,176,0,2,0,1,2,0,3,0,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,4,5,1,7,0,1,0,7,0,0,0,0,0,2,13,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,7,0,33,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300
16721,Donahue Site 31,31,11/1/2014,7,"Nov. 1-8, 2014",0,0,0,0,0,0,1,0,0,0,0,1,0,12,0,2,1,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,10,14,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,5,1,64,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,138
16808,Pisano Site 4,4,11/1/2014,7,"Nov. 1-8, 2014",0,0,0,0,0,0,1,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,1,0,59
16796,Renwick Site 5,5,11/1/2014,7,"Nov. 1-8, 2014",0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
16826,Koch Site 6,6,11/1/2014,7,"Nov. 1-8, 2014",0,0,0,0,0,0,2,0,1,0,0,0,0,19,3,7,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,5,4,1,1,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,1,0,14,0,19,0,0,0,0,0,25,4,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,5,0,169
16738,Hogg Site 7,7,11/1/2014,7,"Nov. 1-8, 2014",0,0,0,0,0,0,0,0,1,0,0,0,0,30,0,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,2,0,0,0,0,0,5,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,34,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104
16850,Fujioka Site 8,8,11/1/2014,7,"Nov. 1-8, 2014",0,0,0,0,0,0,0,0,1,0,0,0,0,16,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
16749,Rodriguez Site 9,9,11/1/2014,7,"Nov. 1-8, 2014",0,0,0,0,0,0,0,0,0,0,0,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
16857,Lombard Site 26,26,11/1/2014,8,"Nov. 1-9, 2014",0,0,0,0,0,0,0,0,0,0,0,0,0,39,7,1,4,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,116
16793,Marquez Site 25,25,11/22/2014,14,"Nov. 22-Dec.6, 2014",0,0,0,0,0,0,117,0,0,0,0,0,0,61,0,0,1,3,0,1,0,0,0,0,1,0,0,2,0,0,0,9,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,1,0,0,6,17,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,6,0,7,0,0,0,0,0,71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317
16887,Higgins Site 23,23,11/22/2014,14,"Nov. 26-Dec.10,2014",0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,116
16835,Ralph Site 11,11,11/28/2014,7,"Nov. 28-Dec. 5, 2014",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
16805,Louie Site 20,20,11/28/2014,7,"Nov. 28-Dec. 5, 2014",0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10
16788,Nature Garden Site1,1,11/28/2014,7,"Nov. 28-Dec. 5, 2014",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16818,Steptoe Site 10,10,11/29/2014,7,"Nov. 29-Dec. 6, 2014",0,0,0,0,0,0,1,0,0,0,0,0,0,14,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
16893,Hoffman Site 13,13,11/29/2014,7,"Nov. 29-Dec. 6, 2014",0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,3,1,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,37,0,0,20,0,0,45,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172
16882,Harding Site 14,14,11/29/2014,7,"Nov. 29-Dec. 6, 2014",0,0,0,0,0,0,5,0,3,0,0,1,0,26,1,3,0,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0,2,0,0,0,49,7,0,2,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,21,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156
16973,Defibaugh Site 15,15,11/29/2014,7,"Nov. 29-Dec. 6, 2014",0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,5,0,12,0,0,0,0,0,0,1,0,0,13,0,0,0,6,0,7,0,7,5,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,150
16920,Armstrong Site 17,17,11/29/2014,7,"Nov. 29-Dec. 6, 2014",0,0,0,0,0,0,0,0,1,0,0,0,0,145,2,4,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,6,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,2,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195
16906,Cianci Site 21,21,11/29/2014,7,"Nov. 29-Dec. 6, 2014",0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
16941,Hogue Site 24,24,11/29/2014,7,"Nov. 29-Dec. 6, 2014",0,0,0,0,0,0,1,0,0,0,0,0,0,30,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,7,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,9,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,69
16861,Lombard Site 26,26,11/29/2014,7,"Nov. 29-Dec. 6, 2014",0,0,0,0,0,0,0,0,0,0,0,0,0,37,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
16927,Creason Site 27,27,11/29/2014,7,"Nov. 29-Dec. 6, 2014",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
16962,Keller Site 28,28,11/29/2014,7,"Nov. 29-Dec. 6, 2014",0,0,0,0,0,0,2,0,4,0,0,0,0,186,0,4,1,0,0,0,1,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,1,0,5,5,1,1,0,11,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,16,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,325
16948,Brejcha Site 29,29,11/29/2014,7,"Nov. 29-Dec. 6, 2014",0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
16955,Franco Site 30,30,11/29/2014,7,"Nov. 29-Dec. 6, 2014",0,0,0,0,0,0,2,0,0,0,0,0,0,41,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,1,0,0,0,0,0,1,1,0,2,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79
